COD_S11,GENDER,STRATUM,SISBEN,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,SCHOOL_NAT,SEL,SEL_IHE
SB11201320087047,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320087048,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320087193,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,3,2
SB11201320087204,F,Stratum 2,Level 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320087246,M,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320087269,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201320087367,F,Stratum 4,Level 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,4
SB11201320087386,F,Stratum 3,Level 2,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320087408,M,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,4
SB11201320087444,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320087584,M,Stratum 2,Level 1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,3
SB11201320087879,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,4
SB11201320087909,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320088079,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,4,2
SB11201320088149,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,3
SB11201320088201,F,Stratum 2,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320088229,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320088276,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320088478,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,3
SB11201320088610,F,Stratum 1,Level 1,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320088692,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201320088707,M,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,4,4
SB11201320088745,M,Stratum 2,Level 1,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320088885,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320088898,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,2
SB11201320088904,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320088909,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320088917,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320088929,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,2
SB11201320089075,M,Stratum 2,Level 1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,2
SB11201320089325,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320089353,M,Stratum 1,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,4
SB11201320089355,M,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320089356,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,4
SB11201320089362,F,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320089366,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320089377,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320089379,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320089529,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320089569,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320089931,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,1,2
SB11201320089937,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,4
SB11201320089940,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320089941,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320089959,M,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320089966,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320089985,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320090055,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320090153,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,3
SB11201320090291,F,Stratum 1,Level 3,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Between 5 and less than 7 LMMW,PUBLIC,3,2
SB11201320090369,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,3,4
SB11201320090403,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320090408,F,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320090620,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320090626,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,1
SB11201320090650,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320090653,F,Stratum 2,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,4
SB11201320090661,F,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320090677,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201320090679,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320090686,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320090696,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,1
SB11201320090743,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320090799,M,Stratum 3,Level 3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320091016,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320091210,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320091495,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320091627,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320091668,M,Stratum 2,Level 2,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320091672,F,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320091693,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320091782,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320091829,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320091877,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320091894,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320091897,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320091996,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,3
SB11201320092006,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320092030,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,3
SB11201320092094,M,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320092144,M,Stratum 2,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320092161,M,Stratum 3,Level 3,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320092178,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,3
SB11201320092285,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,3,3
SB11201320092305,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320092441,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320092529,M,Stratum 1,Level 1,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320092798,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320092830,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320092900,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320092950,M,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,1,3
SB11201320092992,F,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,4
SB11201320093012,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320093028,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,2,4
SB11201320093074,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320093137,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320093232,F,Stratum 1,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320093274,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320093361,F,Stratum 1,Level 1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,1
SB11201320093396,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320093428,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,2,4
SB11201320093449,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,4
SB11201320093514,F,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320093517,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320093537,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320093558,F,Stratum 2,Level 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320093606,F,Stratum 4,It is not classified by the SISBEN,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320093654,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320093656,M,Stratum 4,Level 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320093663,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,3
SB11201320093757,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320094017,M,Stratum 2,Level 3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320094192,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320094339,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,4
SB11201320094429,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,3,4
SB11201320094436,F,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320094441,M,Stratum 3,Level 3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320094531,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320094553,F,Stratum 1,Level 1,No,No,No,No,Yes,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320094700,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320094816,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,1
SB11201320094895,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,2,2
SB11201320094927,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320094960,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,2,2
SB11201320095038,M,Stratum 3,Level 3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320095314,M,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320095327,M,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320095384,F,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320095527,F,Stratum 3,Level 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320095560,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320095607,F,Stratum 2,Level 2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320095707,F,Stratum 1,Level 1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320095760,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201320095764,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,1,1
SB11201320095924,M,Stratum 2,Level 2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320096032,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320096033,M,Stratum 2,It is not classified by the SISBEN,No,No,No,No,Yes,No,Yes,Yes,No,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320096041,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096284,F,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,3,3
SB11201320096286,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320096288,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096302,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,3
SB11201320096386,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320096423,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320096479,F,Stratum 2,Level 1,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320096491,F,Stratum 1,It is not classified by the SISBEN,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096497,M,Stratum 3,It is not classified by the SISBEN,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096516,F,Stratum 1,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320096528,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,4
SB11201320096580,M,Stratum 2,Level 2,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320096647,M,Stratum 2,Level 2,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320096650,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320096654,F,Stratum 2,Level 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201320096827,M,Stratum 2,Level 2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096832,F,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320096864,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,1
